as_of_date,label_date,availability_date,feature_id,security_id,sector,raw_value,feature_value,forward_5d_return,missing_flag,duplicate_flag,restated_flag,point_in_time_violation
2025-11-13,2025-11-20,2025-11-13,FEAT008,SEC007,Technology,1.79423,1.79423,0.1065,0,0,0,0
2025-11-14,2025-11-21,2025-11-14,FEAT008,SEC007,Technology,1.47278,1.47278,0.12374,0,0,0,0
2025-11-17,2025-11-24,2025-11-19,FEAT008,SEC007,Technology,1.36485,1.36485,0.09479,0,0,0,0
2025-11-18,2025-11-25,2025-11-18,FEAT008,SEC007,Technology,1.64741,1.64741,0.02466,0,0,0,0
2025-11-19,2025-11-26,2025-11-19,FEAT008,SEC007,Technology,1.46805,1.46805,0.01658,0,0,0,0
2025-11-20,2025-11-27,2025-11-21,FEAT008,SEC007,Technology,1.16699,1.16699,0.02744,0,0,0,0
2025-11-21,2025-11-28,2025-11-21,FEAT008,SEC007,Technology,,,0.04421,1,0,0,0
2025-11-24,2025-12-01,2025-11-24,FEAT008,SEC007,Technology,0.81345,0.81345,0.09014,0,0,0,0
2025-11-25,2025-12-02,2025-11-27,FEAT008,SEC007,Technology,0.63888,0.63888,0.02073,0,0,0,0
2025-11-26,2025-12-03,2025-11-27,FEAT008,SEC007,Technology,1.07906,1.07906,-0.00541,0,0,0,0
2025-11-27,2025-12-04,2025-11-28,FEAT008,SEC007,Technology,0.83126,0.83126,0.02763,0,0,0,0
2025-11-28,2025-12-05,2025-11-28,FEAT008,SEC007,Technology,0.72334,0.72334,0.10024,0,0,0,0
2025-12-01,2025-12-08,2025-12-01,FEAT008,SEC007,Technology,0.68208,0.68208,0.07102,0,0,0,0
2025-12-02,2025-12-09,2025-12-02,FEAT008,SEC007,Technology,0.88463,0.88463,0.07117,0,0,0,0
2025-12-03,2025-12-10,2025-12-04,FEAT008,SEC007,Technology,,,0.06381,1,0,0,0
2025-12-04,2025-12-11,2025-12-04,FEAT008,SEC007,Technology,0.91516,0.91516,0.02015,0,0,0,0
2025-12-05,2025-12-12,2025-12-05,FEAT008,SEC007,Technology,0.21472,0.21472,0.0462,0,0,0,0
2025-12-08,2025-12-15,2025-12-08,FEAT008,SEC007,Technology,0.49905,0.49905,-0.04611,0,0,0,0
2025-12-09,2025-12-16,2025-12-09,FEAT008,SEC007,Technology,0.23532,0.23532,0.04833,0,0,0,0
2025-12-10,2025-12-17,2025-12-10,FEAT008,SEC007,Technology,0.45265,0.45265,-0.02081,0,0,0,0
2025-12-11,2025-12-18,2025-12-11,FEAT008,SEC007,Technology,0.3023,0.3023,-0.00361,0,0,0,0
2025-12-12,2025-12-19,2025-12-12,FEAT008,SEC007,Technology,0.24604,0.24604,-0.02147,0,0,0,0
2025-12-15,2025-12-22,2025-12-15,FEAT008,SEC007,Technology,0.86191,0.86191,0.08591,0,0,0,0
2025-12-16,2025-12-23,2025-12-16,FEAT008,SEC007,Technology,0.72455,0.72455,0.03539,0,0,0,0
2025-12-17,2025-12-24,2025-12-17,FEAT008,SEC007,Technology,0.86375,0.86375,0.04171,0,0,0,0
2025-12-18,2025-12-25,2025-12-18,FEAT008,SEC007,Technology,1.14213,1.14213,0.10321,0,0,0,0
2025-12-19,2025-12-26,2025-12-19,FEAT008,SEC007,Technology,0.73477,0.73477,0.028,0,0,0,0
2025-12-22,2025-12-29,2025-12-22,FEAT008,SEC007,Technology,1.11924,1.11924,-0.0119,0,0,0,0
2025-12-23,2025-12-30,2025-12-23,FEAT008,SEC007,Technology,0.62522,0.62522,0.04614,0,0,0,0
2025-12-24,2025-12-31,2025-12-24,FEAT008,SEC007,Technology,0.58244,0.58244,0.05684,0,0,0,0
2025-12-25,2026-01-01,2025-12-25,FEAT008,SEC007,Technology,0.22935,0.22935,-0.00153,0,0,0,0
2025-12-26,2026-01-02,2025-12-26,FEAT008,SEC007,Technology,0.49689,0.49689,0.00232,0,0,0,0
2025-12-29,2026-01-05,2025-12-31,FEAT008,SEC007,Technology,0.26207,0.26207,0.01092,0,0,0,0
2025-12-30,2026-01-06,2025-12-30,FEAT008,SEC007,Technology,0.6349,0.6349,-0.00864,0,0,0,0
2025-12-31,2026-01-07,2025-12-31,FEAT008,SEC007,Technology,0.78542,0.78542,0.07466,0,0,0,0
2026-01-01,2026-01-08,2026-01-01,FEAT008,SEC007,Technology,0.82389,0.82389,0.02369,0,0,0,0
2026-01-02,2026-01-09,2026-01-02,FEAT008,SEC007,Technology,0.56141,0.56141,-0.02038,0,0,0,0
2026-01-05,2026-01-12,2026-01-05,FEAT008,SEC007,Technology,0.45544,0.45544,-0.00851,0,0,0,0
2026-01-06,2026-01-13,2026-01-06,FEAT008,SEC007,Technology,0.77684,0.77684,0.03333,0,0,0,0
2026-01-07,2026-01-14,2026-01-07,FEAT008,SEC007,Technology,1.44321,1.44321,0.11,0,0,0,0
2026-01-08,2026-01-15,2026-01-09,FEAT008,SEC007,Technology,1.31357,1.31357,0.00159,0,0,0,0
2026-01-09,2026-01-16,2026-01-10,FEAT008,SEC007,Technology,1.23295,1.23295,0.04667,0,0,0,0
2026-01-12,2026-01-19,2026-01-12,FEAT008,SEC007,Technology,0.92682,0.92682,0.00778,0,0,0,0
2026-01-13,2026-01-20,2026-01-13,FEAT008,SEC007,Technology,1.02482,1.02482,0.11777,0,0,0,0
2026-01-14,2026-01-21,2026-01-14,FEAT008,SEC007,Technology,1.19411,1.19411,0.06031,0,0,0,0
2026-01-15,2026-01-22,2026-01-15,FEAT008,SEC007,Technology,0.06403,0.06403,0.02211,0,0,0,0
2026-01-16,2026-01-23,2026-01-16,FEAT008,SEC007,Technology,0.07505,0.07505,0.02323,0,0,0,0
2026-01-19,2026-01-26,2026-01-19,FEAT008,SEC007,Technology,0.56897,0.56897,0.00021,0,0,0,0
2026-01-20,2026-01-27,2026-01-20,FEAT008,SEC007,Technology,1.19506,1.19506,0.02017,0,0,0,0
2026-01-21,2026-01-28,2026-01-21,FEAT008,SEC007,Technology,0.88219,0.88219,0.10848,0,0,0,0
2026-01-22,2026-01-29,2026-01-24,FEAT008,SEC007,Technology,0.6277,0.6277,0.02758,0,0,0,0
2026-01-23,2026-01-30,2026-01-23,FEAT008,SEC007,Technology,0.58678,0.58678,0.01287,0,0,0,0
2026-01-26,2026-02-02,2026-01-26,FEAT008,SEC007,Technology,0.33449,0.33449,0.10841,0,0,0,0
2026-01-27,2026-02-03,2026-01-29,FEAT008,SEC007,Technology,0.51135,0.51135,0.11023,0,0,0,0
2026-01-28,2026-02-04,2026-01-28,FEAT008,SEC007,Technology,0.55941,0.55941,-0.02953,0,0,0,0
2026-01-29,2026-02-05,2026-01-29,FEAT008,SEC007,Technology,0.66214,0.66214,-0.00842,0,0,0,0
2026-01-30,2026-02-06,2026-01-30,FEAT008,SEC007,Technology,0.26716,0.26716,0.02183,0,0,0,0
2026-02-02,2026-02-09,2026-02-02,FEAT008,SEC007,Technology,0.08968,0.08968,0.01493,0,0,0,0
2026-02-03,2026-02-10,2026-02-03,FEAT008,SEC007,Technology,0.26727,0.26727,0.01881,0,0,0,0
2026-02-04,2026-02-11,2026-02-04,FEAT008,SEC007,Technology,0.46417,0.46417,0.02559,0,0,0,0
2026-02-05,2026-02-12,2026-02-05,FEAT008,SEC007,Technology,0.40595,0.40595,0.06862,0,0,0,0
2026-02-06,2026-02-13,2026-02-07,FEAT008,SEC007,Technology,0.27252,0.27252,0.07799,0,0,0,0
2026-02-09,2026-02-16,2026-02-09,FEAT008,SEC007,Technology,0.79579,0.79579,-0.02636,0,0,0,0
2026-02-10,2026-02-17,2026-02-10,FEAT008,SEC007,Technology,0.97686,0.97686,0.10089,0,0,0,0
2026-02-11,2026-02-18,2026-02-11,FEAT008,SEC007,Technology,0.85619,0.85619,0.11256,0,0,0,0
2026-02-12,2026-02-19,2026-02-12,FEAT008,SEC007,Technology,0.95704,0.95704,0.04037,0,0,0,0
2026-02-13,2026-02-20,2026-02-13,FEAT008,SEC007,Technology,0.32165,0.32165,-0.01298,0,0,0,0
2026-02-16,2026-02-23,2026-02-16,FEAT008,SEC007,Technology,0.44936,0.44936,0.0151,0,0,0,0
2026-02-17,2026-02-24,2026-02-17,FEAT008,SEC007,Technology,0.82146,0.82146,0.03536,0,0,0,0
2026-02-18,2026-02-25,2026-02-18,FEAT008,SEC007,Technology,0.87371,0.87371,0.02274,0,0,0,0
2026-02-19,2026-02-26,2026-02-19,FEAT008,SEC007,Technology,0.92214,0.92214,0.035,0,0,0,0
2026-02-20,2026-02-27,2026-02-20,FEAT008,SEC007,Technology,0.87091,0.87091,0.06847,0,0,0,0
2026-02-23,2026-03-02,2026-02-23,FEAT008,SEC007,Technology,0.78083,0.78083,0.05671,0,0,0,0
2026-02-24,2026-03-03,2026-02-24,FEAT008,SEC007,Technology,0.79966,0.79966,0.06462,0,0,0,0
2026-02-25,2026-03-04,2026-02-25,FEAT008,SEC007,Technology,0.81307,0.81307,0.00087,0,0,0,0
2026-02-26,2026-03-05,2026-02-26,FEAT008,SEC007,Technology,1.46902,1.46902,0.07447,0,0,0,0
2026-02-27,2026-03-06,2026-02-27,FEAT008,SEC007,Technology,1.18877,1.18877,0.04395,0,0,0,0
2025-10-01,2025-10-08,2025-10-01,FEAT008,SEC008,Consumer,-1.95694,-1.95694,-0.045,0,0,0,0
2025-10-02,2025-10-09,2025-10-02,FEAT008,SEC008,Consumer,-1.22472,-1.22472,-0.03281,0,0,0,0
2025-10-03,2025-10-10,2025-10-03,FEAT008,SEC008,Consumer,-0.38311,-0.38311,-0.0463,0,0,0,0
2025-10-06,2025-10-13,2025-10-06,FEAT008,SEC008,Consumer,0.1585,0.1585,-0.04005,0,0,0,0
2025-10-07,2025-10-14,2025-10-07,FEAT008,SEC008,Consumer,-0.49809,-0.49809,0.00437,0,0,0,0
2025-10-08,2025-10-15,2025-10-08,FEAT008,SEC008,Consumer,-0.28431,-0.28431,0.00786,0,0,0,0
2025-10-09,2025-10-16,2025-10-09,FEAT008,SEC008,Consumer,-0.01173,-0.01173,-0.05734,0,0,0,0
2025-10-10,2025-10-17,2025-10-10,FEAT008,SEC008,Consumer,-0.22837,-0.22837,0.01803,0,0,0,0
2025-10-13,2025-10-20,2025-10-13,FEAT008,SEC008,Consumer,0.68042,0.68042,0.00481,0,0,0,0
2025-10-14,2025-10-21,2025-10-14,FEAT008,SEC008,Consumer,0.82698,0.82698,0.02449,0,0,0,0
2025-10-15,2025-10-22,2025-10-15,FEAT008,SEC008,Consumer,0.47318,0.47318,0.05123,0,0,0,0
2025-10-16,2025-10-23,2025-10-16,FEAT008,SEC008,Consumer,0.23815,0.23815,0.04759,0,0,0,0
2025-10-17,2025-10-24,2025-10-17,FEAT008,SEC008,Consumer,0.23059,0.23059,0.00223,0,0,0,0
2025-10-20,2025-10-27,2025-10-21,FEAT008,SEC008,Consumer,-0.23,-0.23,-0.07894,0,0,0,0
2025-10-21,2025-10-28,2025-10-21,FEAT008,SEC008,Consumer,0.08987,0.08987,0.02927,0,0,0,0
2025-10-22,2025-10-29,2025-10-22,FEAT008,SEC008,Consumer,0.19012,0.19012,0.01526,0,0,0,0
2025-10-23,2025-10-30,2025-10-23,FEAT008,SEC008,Consumer,0.30661,0.30661,0.05229,0,0,0,0
2025-10-24,2025-10-31,2025-10-24,FEAT008,SEC008,Consumer,0.23512,0.23512,0.02254,0,0,0,0
2025-10-27,2025-11-03,2025-10-27,FEAT008,SEC008,Consumer,0.01747,0.01747,0.02626,0,0,0,0
2025-10-28,2025-11-04,2025-10-28,FEAT008,SEC008,Consumer,-0.06923,-0.06923,-0.03186,0,0,0,0
2025-10-29,2025-11-05,2025-10-29,FEAT008,SEC008,Consumer,-0.03833,-0.03833,-0.02052,0,0,0,0
2025-10-30,2025-11-06,2025-10-30,FEAT008,SEC008,Consumer,-0.39736,-0.39736,-0.01214,0,0,0,0
2025-10-31,2025-11-07,2025-10-31,FEAT008,SEC008,Consumer,-0.47645,-0.47645,-0.05977,0,0,0,0
2025-11-03,2025-11-10,2025-11-03,FEAT008,SEC008,Consumer,-0.24353,-0.24353,0.03674,0,0,0,0
2025-11-04,2025-11-11,2025-11-04,FEAT008,SEC008,Consumer,-0.13076,-0.13076,-0.0488,0,0,0,0
2025-11-05,2025-11-12,2025-11-05,FEAT008,SEC008,Consumer,-0.14336,-0.14336,0.00139,0,0,0,0
2025-11-06,2025-11-13,2025-11-06,FEAT008,SEC008,Consumer,0.19026,0.19026,-0.03724,0,0,0,0
2025-11-07,2025-11-14,2025-11-07,FEAT008,SEC008,Consumer,0.2971,0.2971,0.0804,0,0,0,0
2025-11-10,2025-11-17,2025-11-11,FEAT008,SEC008,Consumer,0.59478,0.59478,0.01993,0,0,0,0
2025-11-11,2025-11-18,2025-11-11,FEAT008,SEC008,Consumer,0.41247,0.41247,0.04371,0,0,0,0
2025-11-12,2025-11-19,2025-11-12,FEAT008,SEC008,Consumer,0.39687,0.39687,0.02941,0,0,0,0
2025-11-13,2025-11-20,2025-11-13,FEAT008,SEC008,Consumer,-0.37332,-0.37332,-0.00825,0,0,0,0
2025-11-14,2025-11-21,2025-11-14,FEAT008,SEC008,Consumer,0.01494,0.01494,-0.03169,0,0,0,0
2025-11-17,2025-11-24,2025-11-17,FEAT008,SEC008,Consumer,0.20675,0.20675,-0.03735,0,0,0,0
2025-11-18,2025-11-25,2025-11-18,FEAT008,SEC008,Consumer,0.03259,0.03259,-0.04269,0,0,0,0
2025-11-19,2025-11-26,2025-11-19,FEAT008,SEC008,Consumer,-0.29407,-0.29407,-0.00744,0,0,0,0
2025-11-20,2025-11-27,2025-11-20,FEAT008,SEC008,Consumer,-0.46514,-0.46514,0.03688,0,0,0,0
2025-11-21,2025-11-28,2025-11-21,FEAT008,SEC008,Consumer,-0.25729,-0.25729,-0.06309,0,0,0,0
2025-11-24,2025-12-01,2025-11-24,FEAT008,SEC008,Consumer,-0.10204,-0.10204,0.03642,0,0,0,0
2025-11-25,2025-12-02,2025-11-25,FEAT008,SEC008,Consumer,0.18273,0.18273,-0.02376,0,0,0,0
2025-11-26,2025-12-03,2025-11-27,FEAT008,SEC008,Consumer,0.22115,0.22115,-0.07612,0,0,0,0
2025-11-27,2025-12-04,2025-11-27,FEAT008,SEC008,Consumer,0.03151,0.03151,-0.01139,0,0,0,0
2025-11-28,2025-12-05,2025-11-28,FEAT008,SEC008,Consumer,0.15092,0.15092,0.0157,0,0,0,0
2025-12-01,2025-12-08,2025-12-01,FEAT008,SEC008,Consumer,0.36038,0.36038,0.00539,0,0,0,0
2025-12-02,2025-12-09,2025-12-02,FEAT008,SEC008,Consumer,0.47405,0.47405,0.02349,0,0,0,0
2025-12-03,2025-12-10,2025-12-03,FEAT008,SEC008,Consumer,0.70093,0.70093,-0.00139,0,0,0,0
2025-12-04,2025-12-11,2025-12-04,FEAT008,SEC008,Consumer,0.33921,0.33921,0.03678,0,0,0,0
2025-12-05,2025-12-12,2025-12-05,FEAT008,SEC008,Consumer,0.10396,0.10396,0.03732,0,0,0,0
2025-12-08,2025-12-15,2025-12-09,FEAT008,SEC008,Consumer,0.47966,0.47966,0.06726,0,0,0,0
2025-12-09,2025-12-16,2025-12-09,FEAT008,SEC008,Consumer,0.26286,0.26286,-0.01207,0,0,0,0
2025-12-10,2025-12-17,2025-12-13,FEAT008,SEC008,Consumer,-0.21017,-0.21017,-0.02769,0,0,0,0
2025-12-11,2025-12-18,2025-12-11,FEAT008,SEC008,Consumer,-0.26082,-0.26082,-0.00443,0,0,0,0
2025-12-12,2025-12-19,2025-12-13,FEAT008,SEC008,Consumer,-0.1759,-0.1759,0.01841,0,0,0,0
2025-12-15,2025-12-22,2025-12-15,FEAT008,SEC008,Consumer,-0.55341,-0.55341,0.01187,0,0,0,0
2025-12-16,2025-12-23,2025-12-16,FEAT008,SEC008,Consumer,-0.58376,-0.58376,-0.05268,0,0,0,0
2025-12-17,2025-12-24,2025-12-17,FEAT008,SEC008,Consumer,-0.60062,-0.60062,-0.03109,0,0,0,0
2025-12-18,2025-12-25,2025-12-18,FEAT008,SEC008,Consumer,-0.27142,-0.27142,0.02344,0,0,0,0
2025-12-19,2025-12-26,2025-12-19,FEAT008,SEC008,Consumer,-0.36017,-0.36017,-0.09012,0,0,0,0
2025-12-22,2025-12-29,2025-12-22,FEAT008,SEC008,Consumer,0.01966,0.01966,0.01933,0,0,0,0
2025-12-23,2025-12-30,2025-12-23,FEAT008,SEC008,Consumer,0.60443,0.60443,0.06333,0,0,0,0
2025-12-24,2025-12-31,2025-12-24,FEAT008,SEC008,Consumer,0.44498,0.44498,0.01679,0,0,0,0
2025-12-25,2026-01-01,2025-12-26,FEAT008,SEC008,Consumer,0.19837,0.19837,0.02284,0,0,0,0
2025-12-26,2026-01-02,2025-12-26,FEAT008,SEC008,Consumer,,,0.01278,1,0,0,0
2025-12-29,2026-01-05,2025-12-29,FEAT008,SEC008,Consumer,0.51197,0.51197,0.01041,0,0,0,0
2025-12-30,2026-01-06,2025-12-30,FEAT008,SEC008,Consumer,0.14601,0.14601,0.02659,0,0,0,0
2025-12-31,2026-01-07,2025-12-31,FEAT008,SEC008,Consumer,0.46286,0.46286,0.02484,0,0,0,0
2026-01-01,2026-01-08,2026-01-01,FEAT008,SEC008,Consumer,0.51755,0.51755,-0.02839,0,0,0,0
2026-01-02,2026-01-09,2026-01-02,FEAT008,SEC008,Consumer,0.02819,0.02819,-0.00373,0,0,0,0
2026-01-05,2026-01-12,2026-01-05,FEAT008,SEC008,Consumer,-0.26192,-0.26192,-0.0246,0,0,0,0
2026-01-06,2026-01-13,2026-01-06,FEAT008,SEC008,Consumer,-0.00397,-0.00397,-0.04014,0,0,0,0
2026-01-07,2026-01-14,2026-01-07,FEAT008,SEC008,Consumer,-0.09844,-0.09844,0.04454,0,0,0,0
2026-01-08,2026-01-15,2026-01-08,FEAT008,SEC008,Consumer,-0.08606,-0.08606,0.01715,0,0,0,0
2026-01-09,2026-01-16,2026-01-09,FEAT008,SEC008,Consumer,-0.39384,-0.39384,-0.00818,0,0,0,0
2026-01-12,2026-01-19,2026-01-12,FEAT008,SEC008,Consumer,0.18538,0.18538,-0.01124,0,0,0,0
2026-01-13,2026-01-20,2026-01-13,FEAT008,SEC008,Consumer,-0.02516,-0.02516,0.08631,0,0,0,0
2026-01-14,2026-01-21,2026-01-14,FEAT008,SEC008,Consumer,0.2355,0.2355,-0.03262,0,0,0,0
2026-01-15,2026-01-22,2026-01-16,FEAT008,SEC008,Consumer,-0.42661,-0.42661,-0.03354,0,0,0,0
2026-01-16,2026-01-23,2026-01-17,FEAT008,SEC008,Consumer,0.08694,0.08694,-0.00905,0,0,0,0
2026-01-19,2026-01-26,2026-01-19,FEAT008,SEC008,Consumer,0.44237,0.44237,0.06563,0,0,0,0
2026-01-20,2026-01-27,2026-01-20,FEAT008,SEC008,Consumer,0.51451,0.51451,-0.00454,0,0,0,0
2026-01-21,2026-01-28,2026-01-21,FEAT008,SEC008,Consumer,0.59756,0.59756,0.05674,0,0,0,0
2026-01-22,2026-01-29,2026-01-22,FEAT008,SEC008,Consumer,0.8931,0.8931,0.04667,0,0,0,0
2026-01-23,2026-01-30,2026-01-23,FEAT008,SEC008,Consumer,0.82758,0.82758,0.0864,0,0,0,0
2026-01-26,2026-02-02,2026-01-26,FEAT008,SEC008,Consumer,0.59047,0.59047,0.02967,0,0,0,0
2026-01-27,2026-02-03,2026-01-27,FEAT008,SEC008,Consumer,0.31397,0.31397,0.05722,0,0,0,0
2026-01-28,2026-02-04,2026-01-29,FEAT008,SEC008,Consumer,0.39322,0.39322,-0.02749,0,0,0,0
2026-01-29,2026-02-05,2026-01-29,FEAT008,SEC008,Consumer,0.16718,0.16718,0.00047,0,0,0,0
2026-01-30,2026-02-06,2026-01-30,FEAT008,SEC008,Consumer,0.20977,0.20977,0.05518,0,0,0,0
2026-02-02,2026-02-09,2026-02-02,FEAT008,SEC008,Consumer,-0.1573,-0.1573,-0.0341,0,0,0,0
2026-02-03,2026-02-10,2026-02-03,FEAT008,SEC008,Consumer,0.03027,0.03027,-0.00614,0,0,0,0
2026-02-04,2026-02-11,2026-02-06,FEAT008,SEC008,Consumer,0.03929,0.03929,-0.00716,0,0,0,0
2026-02-05,2026-02-12,2026-02-05,FEAT008,SEC008,Consumer,0.30211,0.30211,-0.02102,0,0,0,0
2026-02-06,2026-02-13,2026-02-06,FEAT008,SEC008,Consumer,0.27648,0.27648,-0.02217,0,0,0,0
2026-02-09,2026-02-16,2026-02-09,FEAT008,SEC008,Consumer,0.39841,0.39841,-0.00277,0,0,0,0
2026-02-10,2026-02-17,2026-02-10,FEAT008,SEC008,Consumer,0.41852,0.41852,0.0137,0,0,0,0
2026-02-11,2026-02-18,2026-02-11,FEAT008,SEC008,Consumer,0.1907,0.1907,0.0856,0,0,0,0
2026-02-12,2026-02-19,2026-02-12,FEAT008,SEC008,Consumer,0.08654,0.08654,-0.04286,0,0,0,0
2026-02-13,2026-02-20,2026-02-13,FEAT008,SEC008,Consumer,0.34426,0.34426,0.00129,0,0,0,0
2026-02-16,2026-02-23,2026-02-16,FEAT008,SEC008,Consumer,0.68631,0.68631,0.06178,0,0,0,0
2026-02-17,2026-02-24,2026-02-17,FEAT008,SEC008,Consumer,0.76422,0.76422,0.05098,0,0,0,0
2026-02-18,2026-02-25,2026-02-19,FEAT008,SEC008,Consumer,1.01577,1.01577,0.0752,0,0,0,0
2026-02-19,2026-02-26,2026-02-20,FEAT008,SEC008,Consumer,0.48164,0.48164,0.03184,0,0,0,0
2026-02-20,2026-02-27,2026-02-20,FEAT008,SEC008,Consumer,0.00836,0.00836,0.03277,0,0,0,0
2026-02-23,2026-03-02,2026-02-23,FEAT008,SEC008,Consumer,-0.40646,-0.40646,0.02477,0,0,0,0
2026-02-24,2026-03-03,2026-02-24,FEAT008,SEC008,Consumer,-0.66203,-0.66203,-0.08879,0,0,0,0
2026-02-25,2026-03-04,2026-02-25,FEAT008,SEC008,Consumer,-0.42655,-0.42655,-0.03659,0,0,0,0
2026-02-26,2026-03-05,2026-02-26,FEAT008,SEC008,Consumer,-0.50363,-0.50363,-0.01247,0,0,0,0
2026-02-27,2026-03-06,2026-02-27,FEAT008,SEC008,Consumer,-0.70315,-0.70315,0.02997,0,0,0,0
2025-10-01,2025-10-08,2025-10-01,FEAT008,SEC009,Healthcare,0.17001,0.17001,-0.02689,0,0,0,0
2025-10-02,2025-10-09,2025-10-02,FEAT008,SEC009,Healthcare,0.14475,0.14475,0.03607,0,0,0,0
2025-10-03,2025-10-10,2025-10-04,FEAT008,SEC009,Healthcare,-0.47876,-0.47876,-0.02122,0,0,0,0
2025-10-06,2025-10-13,2025-10-06,FEAT008,SEC009,Healthcare,-0.33521,-0.33521,0.0093,0,0,0,0
2025-10-07,2025-10-14,2025-10-07,FEAT008,SEC009,Healthcare,-0.04168,-0.04168,-0.01445,0,0,0,0
2025-10-08,2025-10-15,2025-10-09,FEAT008,SEC009,Healthcare,-0.0927,-0.0927,0.03147,0,0,0,0
2025-10-09,2025-10-16,2025-10-09,FEAT008,SEC009,Healthcare,-0.22824,-0.22824,0.01333,0,0,0,0
2025-10-10,2025-10-17,2025-10-10,FEAT008,SEC009,Healthcare,-0.31155,-0.31155,-0.00011,0,0,0,0
2025-10-13,2025-10-20,2025-10-13,FEAT008,SEC009,Healthcare,-0.36333,-0.36333,-0.06798,0,0,0,0
2025-10-14,2025-10-21,2025-10-14,FEAT008,SEC009,Healthcare,-0.40073,-0.40073,-0.04498,0,0,0,0
2025-10-15,2025-10-22,2025-10-15,FEAT008,SEC009,Healthcare,-0.44331,-0.44331,-0.01002,0,0,0,0
2025-10-16,2025-10-23,2025-10-16,FEAT008,SEC009,Healthcare,-0.30235,-0.30235,0.01345,0,0,0,0
2025-10-17,2025-10-24,2025-10-17,FEAT008,SEC009,Healthcare,0.27149,0.27149,0.03172,0,0,0,0
2025-10-20,2025-10-27,2025-10-20,FEAT008,SEC009,Healthcare,-0.12525,-0.12525,-0.03767,0,0,0,0
2025-10-21,2025-10-28,2025-10-21,FEAT008,SEC009,Healthcare,-0.2252,-0.2252,-0.08914,0,0,0,0
2025-10-22,2025-10-29,2025-10-22,FEAT008,SEC009,Healthcare,-0.55766,-0.55766,-0.01169,0,0,0,0
2025-10-23,2025-10-30,2025-10-23,FEAT008,SEC009,Healthcare,-0.77519,-0.77519,-0.06173,0,0,0,0
2025-10-24,2025-10-31,2025-10-24,FEAT008,SEC009,Healthcare,-0.65765,-0.65765,-0.034,0,0,0,0
2025-10-27,2025-11-03,2025-10-28,FEAT008,SEC009,Healthcare,0.03068,0.03068,-0.02888,0,0,0,0
2025-10-28,2025-11-04,2025-10-30,FEAT008,SEC009,Healthcare,-0.05148,-0.05148,-0.01558,0,0,0,0
2025-10-29,2025-11-05,2025-10-29,FEAT008,SEC009,Healthcare,0.07184,0.07184,-0.00275,0,0,0,0
2025-10-30,2025-11-06,2025-10-30,FEAT008,SEC009,Healthcare,-0.38118,-0.38118,-0.02468,0,0,0,0
2025-10-31,2025-11-07,2025-10-31,FEAT008,SEC009,Healthcare,-0.04052,-0.04052,0.01086,0,0,0,0
2025-11-03,2025-11-10,2025-11-03,FEAT008,SEC009,Healthcare,0.12635,0.12635,-0.00161,0,0,0,0
2025-11-04,2025-11-11,2025-11-05,FEAT008,SEC009,Healthcare,-0.05924,-0.05924,0.03015,0,0,0,0
2025-11-05,2025-11-12,2025-11-05,FEAT008,SEC009,Healthcare,0.25095,0.25095,-0.08567,0,0,0,0
2025-11-06,2025-11-13,2025-11-06,FEAT008,SEC009,Healthcare,0.95561,0.95561,0.06667,0,0,0,0
2025-11-07,2025-11-14,2025-11-07,FEAT008,SEC009,Healthcare,0.94272,0.94272,0.00792,0,0,0,0
2025-11-10,2025-11-17,2025-11-10,FEAT008,SEC009,Healthcare,0.99761,0.99761,0.1232,0,0,0,0
2025-11-11,2025-11-18,2025-11-11,FEAT008,SEC009,Healthcare,1.14772,1.14772,0.07575,0,0,0,0
2025-11-12,2025-11-19,2025-11-12,FEAT008,SEC009,Healthcare,0.79046,0.79046,0.09353,0,0,0,0
2025-11-13,2025-11-20,2025-11-13,FEAT008,SEC009,Healthcare,0.57577,0.57577,0.0351,0,0,0,0
2025-11-14,2025-11-21,2025-11-14,FEAT008,SEC009,Healthcare,0.34642,0.34642,-0.02041,0,0,0,0
2025-11-17,2025-11-24,2025-11-17,FEAT008,SEC009,Healthcare,-0.0495,-0.0495,0.00619,0,0,0,0
2025-11-18,2025-11-25,2025-11-18,FEAT008,SEC009,Healthcare,0.39891,0.39891,0.07226,0,0,0,0
2025-11-19,2025-11-26,2025-11-19,FEAT008,SEC009,Healthcare,0.21588,0.21588,0.04302,0,0,0,0
2025-11-20,2025-11-27,2025-11-20,FEAT008,SEC009,Healthcare,0.70433,0.70433,0.10509,0,0,0,0
2025-11-21,2025-11-28,2025-11-21,FEAT008,SEC009,Healthcare,0.32439,0.32439,0.06774,0,0,0,0
2025-11-24,2025-12-01,2025-11-24,FEAT008,SEC009,Healthcare,0.4108,0.4108,0.08183,0,0,0,0
2025-11-25,2025-12-02,2025-11-25,FEAT008,SEC009,Healthcare,0.461,0.461,0.07207,0,0,0,0
2025-11-26,2025-12-03,2025-11-26,FEAT008,SEC009,Healthcare,0.57679,0.57679,0.0126,0,0,0,0
2025-11-27,2025-12-04,2025-11-27,FEAT008,SEC009,Healthcare,0.18353,0.18353,-0.02921,0,0,1,0
2025-11-28,2025-12-05,2025-11-28,FEAT008,SEC009,Healthcare,0.48469,0.48469,-0.02165,0,0,0,0
2025-12-01,2025-12-08,2025-12-02,FEAT008,SEC009,Healthcare,0.57407,0.57407,0.08058,0,0,0,0
